Gene,targetId,isInMembrane,isSecreted,hasLigand,hasSmallMoleculeBinder,hasPocket,mouseOrthologMaxIdentityPercentage,hasHighQualityChemicalProbes,tissueSpecificity,tissueDistribution,maxClinicalTrialPhase,Priority
UNC119,ENSG00000109103,0.0,0.0,0.0,0.0,0.0,0.5833350000000003,0.0,1.0,-1.0,0.0,0.5833350000000004
PRODH,ENSG00000100033,0.0,0.0,0.0,0.0,0.0,0.0833350000000003,0.0,0.5,0.0,0.0,0.5833350000000003
PARK7,ENSG00000116288,0.0,0.0,1.0,1.0,0.0,0.5767200000000002,0.0,-1.0,-1.0,0.0,0.5767200000000003
SLC25A11,ENSG00000108528,0.0,0.0,0.0,0.0,0.0,0.8248399999999997,0.0,0.75,-1.0,0.0,0.5748399999999996
PLOD3,ENSG00000106397,0.0,1.0,0.0,1.0,0.0,0.5731699999999996,0.0,-1.0,-1.0,0.0,0.5731699999999997
SLC2A6,ENSG00000160326,0.0,0.0,0.0,0.0,0.0,0.0729799999999997,0.0,0.5,0.0,0.0,0.5729799999999997
MPZL2,ENSG00000149573,0.0,0.0,0.0,0.0,0.0,0.0697650000000003,0.0,0.5,0.0,0.0,0.5697650000000003
MCOLN1,ENSG00000090674,0.0,0.0,1.0,1.0,0.0,0.568965,0.0,-1.0,-1.0,0.0,0.5689649999999999
NABP1,ENSG00000173559,0.0,0.0,0.0,0.0,0.0,0.0686300000000002,0.0,0.5,0.0,0.0,0.5686300000000002
DHPS,ENSG00000095059,0.0,0.0,1.0,1.0,0.0,0.566395,0.0,-1.0,-1.0,0.0,0.566395
SEMA4F,ENSG00000135622,1.0,0.0,0.0,0.0,0.0,0.5649349999999999,0.0,-1.0,0.0,0.0,0.5649349999999997
BAG5,ENSG00000166170,0.0,0.0,0.0,0.0,0.0,0.5637599999999999,0.0,1.0,-1.0,0.0,0.5637599999999998
IGF2R,ENSG00000197081,0.0,0.0,0.0,1.0,0.0,0.0626249999999998,0.0,0.5,-1.0,0.0,0.5626249999999997
SLC9B2,ENSG00000164038,0.0,0.0,0.0,0.0,0.0,0.05959,0.0,0.5,0.0,0.0,0.55959
MTR,ENSG00000116984,0.0,0.0,1.0,1.0,0.0,0.5573099999999996,0.0,-1.0,-1.0,0.0,0.5573099999999998
KIAA1217,ENSG00000120549,0.0,0.0,0.0,0.0,0.0,0.0555849999999999,0.0,0.5,0.0,0.0,0.5555849999999999
NDUFA3,ENSG00000170906,0.0,0.0,0.0,0.0,0.0,0.0476199999999998,0.0,0.5,-1.0,1.0,0.5476199999999998
PHACTR2,ENSG00000112419,1.0,0.0,0.0,0.0,0.0,0.0465099999999999,0.0,0.5,-1.0,0.0,0.5465099999999998
ITGBL1,ENSG00000198542,0.0,1.0,0.0,0.0,0.0,0.5445349999999998,0.0,-1.0,0.0,0.0,0.5445349999999998
CMPK1,ENSG00000162368,0.0,0.0,1.0,1.0,0.0,0.5394750000000001,0.0,-1.0,-1.0,0.0,0.5394750000000004
EAF2,ENSG00000145088,0.0,0.0,0.0,0.0,0.0,0.0384599999999999,0.0,0.5,0.0,0.0,0.5384599999999999
SNX9,ENSG00000130340,1.0,0.0,0.0,0.0,1.0,0.5378149999999998,0.0,-1.0,-1.0,0.0,0.5378149999999997
GATM,ENSG00000171766,0.0,0.0,0.0,0.0,0.0,0.7872349999999997,0.0,0.75,-1.0,0.0,0.5372349999999997
DUSP22,ENSG00000112679,0.0,0.0,1.0,1.0,0.0,0.5365850000000002,0.0,-1.0,-1.0,0.0,0.5365850000000001
BCAR1,ENSG00000050820,1.0,0.0,0.0,0.0,0.0,0.5344850000000001,0.0,-1.0,0.0,0.0,0.5344850000000001
BBC3,ENSG00000105327,0.0,0.0,0.0,1.0,0.0,0.5336799999999997,0.0,-1.0,0.0,0.0,0.5336799999999997
PANK2,ENSG00000125779,0.0,0.0,0.0,1.0,0.0,0.5326099999999997,1.0,-1.0,-1.0,0.0,0.5326099999999996
SVIL,ENSG00000197321,1.0,0.0,0.0,0.0,0.0,0.0289050000000003,0.0,0.5,-1.0,0.0,0.5289050000000004
BACH1,ENSG00000156273,0.0,0.0,0.0,1.0,0.0,0.0285350000000001,0.0,0.5,-1.0,0.0,0.5285350000000002
MVK,ENSG00000110921,0.0,0.0,0.0,0.0,1.0,0.0277799999999999,0.0,0.5,-1.0,0.0,0.5277799999999999
STK11,ENSG00000118046,0.0,0.0,1.0,1.0,0.0,0.5265599999999999,0.0,-1.0,-1.0,0.0,0.5265599999999999
RB1,ENSG00000139687,0.0,0.0,1.0,1.0,0.0,0.5258600000000001,0.0,-1.0,-1.0,0.0,0.5258600000000002
PARL,ENSG00000175193,0.0,0.0,1.0,1.0,0.0,0.525065,0.0,-1.0,-1.0,0.0,0.5250650000000001
SPSB2,ENSG00000111671,0.0,0.0,1.0,1.0,0.0,0.5247149999999998,0.0,-1.0,-1.0,0.0,0.5247149999999996
EIF2AK4,ENSG00000128829,0.0,0.0,1.0,1.0,0.0,0.5239550000000002,0.0,-1.0,-1.0,0.0,0.523955
SERPINB1,ENSG00000021355,0.0,1.0,0.0,0.0,0.0,0.0237450000000002,0.0,0.5,-1.0,0.0,0.5237450000000001
NDUFAF3,ENSG00000178057,0.0,0.0,0.0,0.0,0.0,0.0217399999999997,0.0,0.5,-1.0,1.0,0.5217399999999996
DBNDD1,ENSG00000003249,0.0,0.0,0.0,0.0,0.0,0.0189849999999999,0.0,0.5,0.0,0.0,0.5189849999999999
ARL13B,ENSG00000169379,0.0,0.0,0.0,0.0,0.0,0.0186900000000001,0.0,0.5,0.0,0.0,0.5186900000000001
KIF12,ENSG00000136883,0.0,0.0,0.0,0.0,0.0,0.0168950000000002,0.0,0.5,0.0,0.0,0.5168950000000002
MGAT1,ENSG00000131446,0.0,0.0,1.0,1.0,0.0,0.5168550000000003,0.0,-1.0,-1.0,0.0,0.5168550000000005
HSPA1B,ENSG00000204388,0.0,0.0,0.0,0.0,0.0,0.7659900000000001,0.0,-1.0,0.0,0.75,0.5159900000000001
MEI1,ENSG00000167077,0.0,0.0,0.0,0.0,0.0,0.0149149999999998,0.0,0.5,0.0,0.0,0.5149149999999998
SDCBP,ENSG00000137575,0.0,0.0,1.0,1.0,0.0,0.5134250000000001,0.0,-1.0,-1.0,0.0,0.5134250000000002
PIK3C2A,ENSG00000011405,0.0,0.0,1.0,1.0,0.0,0.5106749999999998,0.0,-1.0,-1.0,0.0,0.510675
PARD3,ENSG00000148498,1.0,0.0,0.0,0.0,0.0,0.5085000000000001,0.0,-1.0,0.0,0.0,0.5085000000000002
PAMR1,ENSG00000149090,0.0,1.0,0.0,0.0,0.0,0.5069450000000003,0.0,-1.0,0.0,0.0,0.5069450000000004
SYT11,ENSG00000132718,0.0,0.0,0.0,0.0,0.0,0.75638,0.0,0.75,-1.0,0.0,0.50638
LLGL1,ENSG00000131899,0.0,0.0,0.0,0.0,0.0,0.5018799999999999,0.0,1.0,-1.0,0.0,0.5018799999999999
HIVEP3,ENSG00000127124,0.0,0.0,0.0,0.0,0.0,0.0004150000000002,0.0,0.5,0.0,0.0,0.5004150000000002
RIN3,ENSG00000100599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
FANCA,ENSG00000187741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
CERKL,ENSG00000188452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
FMN1,ENSG00000248905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
GZMH,ENSG00000100450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
BEX1,ENSG00000133169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
CALD1,ENSG00000122786,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
NLRC5,ENSG00000140853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
CD83,ENSG00000112149,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
ZNF185,ENSG00000147394,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
TFEC,ENSG00000105967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
GSTA4,ENSG00000170899,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,-1.0,0.0,0.5
SDCBP2,ENSG00000125775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
LRRC37A,ENSG00000176681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
NME9,ENSG00000181322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
BHLHE41,ENSG00000123095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
H4C11,ENSG00000197238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
S100A8,ENSG00000143546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
OIP5,ENSG00000104147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
BTNL9,ENSG00000165810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
PTGR1,ENSG00000106853,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,-1.0,0.0,0.5
G0S2,ENSG00000123689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
PITX2,ENSG00000164093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
ESPN,ENSG00000187017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
NAIP,ENSG00000249437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
RND3,ENSG00000115963,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,-1.0,0.0,0.5
C1QA,ENSG00000173372,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
MT1A,ENSG00000205362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
NRK,ENSG00000123572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
MT-ND3,ENSG00000198840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,1.0,0.5
HLA-DOA,ENSG00000204252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
LMO4,ENSG00000143013,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,-1.0,0.0,0.5
DNAJC28,ENSG00000177692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
SHCBP1,ENSG00000171241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
DCN,ENSG00000011465,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
MT-ND1,ENSG00000198888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,1.0,0.5
TMEM37,ENSG00000171227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
CYP7B1,ENSG00000172817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
DISC1,ENSG00000162946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
AIM2,ENSG00000163568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
B3GALT4,ENSG00000235863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
RAB17,ENSG00000124839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
ISG15,ENSG00000187608,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
NDUFV3,ENSG00000160194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,1.0,0.5
CPAP,ENSG00000151849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
VN1R1,ENSG00000178201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
MT-ND2,ENSG00000198763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,1.0,0.5
MYRIP,ENSG00000170011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
MT-ND5,ENSG00000198786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,1.0,0.5
MT-ND4L,ENSG00000212907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,1.0,0.5
STIL,ENSG00000123473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
UBE2G1,ENSG00000132388,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,-1.0,0.0,0.5
NDUFB3,ENSG00000119013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,1.0,0.5
PCBD2,ENSG00000132570,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
TLR5,ENSG00000187554,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.5,0.5
NDUFB11,ENSG00000147123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,1.0,0.5
B3GNT3,ENSG00000179913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
MT-ND6,ENSG00000198695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,1.0,0.5
TRIB3,ENSG00000101255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
VSIG4,ENSG00000155659,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
HACD1,ENSG00000165996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
DZIP1,ENSG00000134874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
LAT,ENSG00000213658,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
PPARGC1B,ENSG00000155846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
PTPRN2,ENSG00000155093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
CALM3,ENSG00000160014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,-1.0,0.0,0.5
CSF1,ENSG00000184371,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5,0.5
HLA-DQB1,ENSG00000179344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
SLCO4A1,ENSG00000101187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
NUP214,ENSG00000126883,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,-1.0,0.0,0.5
EDN1,ENSG00000078401,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
PEG3,ENSG00000198300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
IFNA2,ENSG00000188379,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.5,0.5
COX4I2,ENSG00000131055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
SLC26A1,ENSG00000145217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
LRRC37A3,ENSG00000176809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
MLPH,ENSG00000115648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
TYROBP,ENSG00000011600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
PPP1R15B,ENSG00000158615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
CDC42EP5,ENSG00000167617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
FAM111B,ENSG00000189057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
SHC2,ENSG00000129946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
PATL2,ENSG00000229474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
ABCA6,ENSG00000154262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
TIMP1,ENSG00000102265,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
SYCE1L,ENSG00000205078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
GYPC,ENSG00000136732,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
GSDMB,ENSG00000073605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
FUT1,ENSG00000174951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
POLR2D,ENSG00000144231,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,-1.0,0.0,0.5
MARCO,ENSG00000019169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
ISG20,ENSG00000172183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
PMAIP1,ENSG00000141682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
CMPK2,ENSG00000134326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
SMAD9,ENSG00000120693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
ASPG,ENSG00000166183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
MT1M,ENSG00000205364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
HLA-DPB1,ENSG00000223865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
PRDX5,ENSG00000126432,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,-1.0,0.0,0.5
H4C9,ENSG00000276180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
TCN2,ENSG00000185339,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
SH2D3A,ENSG00000125731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
RASEF,ENSG00000165105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
ZNF646,ENSG00000167395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
CAPN13,ENSG00000162949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
PYCARD,ENSG00000103490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
HSPA6,ENSG00000173110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
CARD14,ENSG00000141527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
ZBP1,ENSG00000124256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
SPHK2,ENSG00000063176,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.5,0.5
CD300C,ENSG00000167850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
TRIM6,ENSG00000121236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
PKP2,ENSG00000057294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
GPRIN3,ENSG00000185477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
MAP6,ENSG00000171533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
MT1H,ENSG00000205358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
ZCWPW2,ENSG00000206559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
FCGR2A,ENSG00000143226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
HOXA4,ENSG00000197576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
PIWIL4,ENSG00000134627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
MECOM,ENSG00000085276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
PEG10,ENSG00000242265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
TBPL1,ENSG00000028839,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,-1.0,0.0,0.5
NDUFB4,ENSG00000065518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,1.0,0.5
PCED1B,ENSG00000179715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
CRMP1,ENSG00000072832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
RAP2C,ENSG00000123728,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,-1.0,0.0,0.5
PRAG1,ENSG00000275342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
FOXQ1,ENSG00000164379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
ARHGAP27,ENSG00000159314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
PPIL6,ENSG00000185250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
MAB21L3,ENSG00000173212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
GNAL,ENSG00000141404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
SHROOM1,ENSG00000164403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
SYTL2,ENSG00000137501,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
KCNIP3,ENSG00000115041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
PPP1R15A,ENSG00000087074,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
CD7,ENSG00000173762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
TNFRSF19,ENSG00000127863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
FAM149A,ENSG00000109794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
MAP7,ENSG00000135525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
NES,ENSG00000132688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
SNX20,ENSG00000167208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
KLRB1,ENSG00000111796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
NDUFS6,ENSG00000145494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,1.0,0.5
QKI,ENSG00000112531,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,-1.0,0.0,0.5
DNAJC12,ENSG00000108176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
LETM2,ENSG00000165046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
MT1G,ENSG00000125144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
H4C12,ENSG00000273542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
SCLY,ENSG00000132330,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,-1.0,0.0,0.5
PDZRN4,ENSG00000165966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
PARPBP,ENSG00000185480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
HAP1,ENSG00000173805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
CDKN1C,ENSG00000129757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
CDKN2A,ENSG00000147889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
BMAL2,ENSG00000029153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
CADPS,ENSG00000163618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
LDOC1,ENSG00000182195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
IRF7,ENSG00000185507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
BASP1,ENSG00000176788,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
SYNM,ENSG00000182253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
RIMBP2,ENSG00000060709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
GGH,ENSG00000137563,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
PECAM1,ENSG00000261371,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5
MOCOS,ENSG00000075643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
EDARADD,ENSG00000186197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
CASZ1,ENSG00000130940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
CHGB,ENSG00000089199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
ECI2,ENSG00000198721,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,-1.0,0.0,0.5
SEPTIN9,ENSG00000184640,0.0,0.0,1.0,1.0,0.0,0.4965850000000003,0.0,-1.0,-1.0,0.0,0.4965850000000005
ARSJ,ENSG00000180801,0.0,1.0,0.0,0.0,0.0,0.4908200000000001,0.0,-1.0,0.0,0.0,0.49082000000000003
FKBP4,ENSG00000004478,0.0,0.0,1.0,1.0,0.0,0.488015,0.0,-1.0,-1.0,0.0,0.48801499999999987
USP30,ENSG00000135093,0.0,0.0,1.0,1.0,0.0,0.4874299999999998,0.0,-1.0,-1.0,0.0,0.4874299999999998
MSI2,ENSG00000153944,0.0,0.0,0.0,0.0,0.0,0.9847549999999998,0.0,0.5,-1.0,0.0,0.4847549999999998
